1661154654 0 2666 0 0
1661154676 0 11965 0 0
1661155614 0 12106 0 0
1661155819 1 12106 0 0
1661163104 1 12107 0 0
1661168588 1 16668 0 0
1661169856 1 33662 0 0
1661169943 1 33662 0 0
1661171408 1 33662 0 1
1661171972 1 33662 0 2
1661172241 1 33662 0 2
1661173520 1 33662 1 2
1661173938 1 33662 2 2
1661173970 1 33662 2 2
1661175375 1 33665 2 2
1661175405 1 33666 2 2
1661175493 1 33669 2 2
1661178522 1 33669 226 2
1661178990 1 33669 358 2
1661179110 1 33669 490 2
1661179150 1 33669 490 2
1661180118 1 33669 490 486
1661180158 1 33669 490 486
1661180554 1 33669 490 493
1661180575 1 33669 490 493
1661180969 1 34150 490 493
1661180998 1 34150 490 493
1661238391 1 34150 490 493
1661239880 1 34150 525 493
1661242390 1 34150 1083 493
1661242484 1 34150 1083 493
1661242541 1 34184 1083 493
1661242565 1 34184 1083 493
1661242588 1 34184 1083 493
1661248844 1 34184 1264 493
1661248934 1 34184 1264 493
1661249310 1 34184 1265 493
1661249335 1 34184 1265 493
1661249657 1 34184 1265 493
1661249702 1 34264 1265 493
1661249748 1 34264 1265 493
1661250371 1 34264 1265 493
1661250396 1 34264 1265 493
1661250485 1 34264 1265 493
1661251238 1 34336 1265 493
1661253824 1 34336 1265 493
1661253890 1 34338 1265 493
1661253911 1 34338 1265 493
1661254423 1 34339 1265 493
1661254426 1 34339 1265 493
1661255241 1 34421 1265 493
1661255358 1 34422 1265 493
1661256200 1 34428 1265 493
1661258006 1 34431 1265 493
1661258030 1 34431 1265 493
1661258091 1 34431 1265 529
1661258158 1 34431 1265 530
1661258195 1 34431 1265 530
1661259050 1 34449 1265 530
1661260424 1 34485 1265 530
1661260449 1 34485 1265 530
1661264794 1 34485 1286 530
1661264825 1 34485 1286 530
1661265233 1 34489 1286 530
1661267054 1 34502 1286 530
1661267084 1 34502 1286 530
1661326016 1 34505 1286 530
1661326367 1 34507 1286 530
1661329329 1 34561 1286 530
1661329408 1 34561 1286 530
1661336409 1 34935 1286 530
1661336442 1 34935 1286 530
1661336698 1 34935 1774 530
1661336833 1 34935 1774 530
1661336844 1 34935 1774 530
1661351224 1 34987 1774 530
1661351294 1 34987 1774 530
1661351592 1 34989 1774 530
1661351615 1 34989 1774 530
1661352943 1 35064 1774 530
1661352970 1 35064 1774 530
1661354052 1 35064 1782 530
1661354058 1 35064 1782 530
1661354065 1 35064 1782 530
1661411771 1 35064 1782 530
1661412032 1 35064 1782 530
1661412327 1 35064 1782 530
1661412364 1 35064 1782 530
1661414632 1 35086 1782 530
1661414654 1 35086 1782 530
1661423252 1 35086 1867 530
1661429825 1 35156 1867 530
1661429854 1 35156 1867 530
1661429871 1 35156 1867 530
1661430077 1 35156 1867 621
1661430150 1 35156 1867 621
1661430239 1 35156 1867 621
1661430246 1 35156 1867 621
1661430330 1 35156 1879 621
1661430367 1 35156 1879 621
1661432181 1 35165 1879 621
1661432208 1 35165 1879 621
1661439083 1 35177 1879 621
1661439103 1 35177 1879 621
1661439123 1 35177 1879 621
1661439179 1 35177 1879 621
1661439915 1 35185 1879 621
1661440026 1 35193 1879 621
1661440127 1 35193 1879 621
1661440144 1 35193 1879 621
1661503938 1 35224 1879 621
1661503943 1 35224 1879 621
1661505316 1 35236 1879 621
1661505318 1 35245 1879 621
1661505385 1 35245 1879 621
1661505620 1 35265 1879 621
1661505646 1 35265 1879 621
1661506975 1 35273 1879 621
1661507009 1 35273 1879 621
1661507027 1 35273 1879 654
1661507441 1 35274 1879 654
1661507463 1 35274 1879 654
1661507541 1 35274 1879 654
1661508111 1 35274 2154 654
1661508216 1 35274 2154 654
