1661154654 0 1 0 0
1661154676 0 2 0 0
1661155614 0 3 0 0
1661155819 1 3 0 0
1661163104 1 4 0 0
1661168588 1 5 0 0
1661169856 1 6 0 0
1661169943 2 6 0 0
1661171408 2 6 0 1
1661171972 2 6 0 2
1661172241 3 6 0 2
1661173520 3 6 1 2
1661173938 3 6 2 2
1661173970 4 6 2 2
1661175375 4 7 2 2
1661175405 4 8 2 2
1661175493 4 9 2 2
1661178522 4 9 3 2
1661178990 4 9 4 2
1661179110 4 9 5 2
1661179150 5 9 5 2
1661180118 5 9 5 3
1661180158 6 9 5 3
1661180554 6 9 5 4
1661180575 7 9 5 4
1661180969 7 10 5 4
1661180998 8 10 5 4
1661238391 8 11 5 4
1661239880 8 11 6 4
1661242390 8 11 7 4
1661242484 9 11 7 4
1661242541 9 12 7 4
1661242565 10 12 7 4
1661242588 10 13 7 4
1661248844 10 13 8 4
1661248934 11 13 8 4
1661249310 11 13 9 4
1661249335 12 13 9 4
1661249657 12 14 9 4
1661249702 12 15 9 4
1661249748 13 15 9 4
1661250371 14 15 9 4
1661250396 15 15 9 4
1661250485 16 15 9 4
1661251238 16 16 9 4
1661253824 16 17 9 4
1661253890 16 18 9 4
1661253911 17 18 9 4
1661254423 17 19 9 4
1661254426 17 20 9 4
1661255241 17 21 9 4
1661255358 17 22 9 4
1661256200 17 23 9 4
1661258006 17 24 9 4
1661258030 18 24 9 4
1661258091 18 24 9 5
1661258158 18 24 9 6
1661258195 19 24 9 6
1661259050 19 25 9 6
1661260424 19 26 9 6
1661260449 20 26 9 6
1661264794 20 26 10 6
1661264825 21 26 10 6
1661265233 21 27 10 6
1661267054 21 28 10 6
1661267084 22 28 10 6
1661326016 22 29 10 6
1661326367 22 30 10 6
1661329329 22 31 10 6
1661329408 23 31 10 6
1661336409 23 32 10 6
1661336442 24 32 10 6
1661336698 24 32 11 6
1661336833 25 32 11 6
1661336844 26 32 11 6
1661351224 26 33 11 6
1661351294 27 33 11 6
1661351592 27 34 11 6
1661351615 28 34 11 6
1661352943 28 35 11 6
1661352970 29 35 11 6
1661354052 29 35 12 6
1661354058 29 35 13 6
1661354065 29 35 14 6
1661411771 30 35 14 6
1661412032 30 35 15 6
1661412327 30 36 15 6
1661412364 31 36 15 6
1661414632 31 37 15 6
1661414654 32 37 15 6
1661423252 32 37 16 6
1661429825 32 38 16 6
1661429854 33 38 16 6
1661429871 34 38 16 6
1661430077 34 38 16 7
1661430150 34 39 16 7
1661430239 35 39 16 7
1661430246 36 39 16 7
1661430330 36 39 17 7
1661430367 37 39 17 7
1661432181 37 40 17 7
1661432208 38 40 17 7
1661439083 38 41 17 7
1661439103 39 41 17 7
1661439123 39 42 17 7
1661439179 39 43 17 7
1661439915 39 44 17 7
1661440026 39 45 17 7
1661440127 39 46 17 7
1661440144 40 46 17 7
1661503938 40 47 17 7
1661503943 40 48 17 7
1661505316 40 49 17 7
1661505318 40 50 17 7
1661505385 41 50 17 7
1661505620 41 51 17 7
1661505646 42 51 17 7
1661506975 42 52 17 7
1661507009 43 52 17 7
1661507027 43 52 17 8
1661507441 43 53 17 8
1661507463 44 53 17 8
1661507541 45 53 17 8
1661508111 45 53 18 8
1661508216 46 53 18 8
1661509472 46 54 18 8
1661509491 47 54 18 8
1661524303 47 54 19 8
1661524363 48 54 19 8
1661524984 48 54 19 9
1661526031 48 55 19 9
1661526088 49 55 19 9
1661526095 50 55 19 9
1661526113 51 55 19 9
1661757178 52 55 19 9
1661757293 53 55 19 9
1661757329 54 55 19 9
1661760920 54 55 20 9
1661761034 55 55 20 9
1661773793 55 56 20 9
